nameAR	nameEN	altName	latitude	longitude	population	place	id
الجبلية			14.3339918	33.216895		village	node/4663343340
ابراهيم عبد الله			14.3068344	33.2017165		village	node/4663343341
الحجاجاب			14.3154266	33.1900514		village	node/4663343342
حلة حمد			14.3475179	33.1914295		village	node/4663343343
الشبيك			14.4419877	33.1176905	1000	village	node/4671934718
الفريجاب حلة الشيخ			14.575317	33.0083267		village	node/4671953413
ام دوانة			14.5418864	33.0698147		village	node/4671954799
ام مليحة			14.5122841	33.0698785		village	node/4671966915
سودري	Sawdiri		14.4122976	29.1026158		town	node/4676946085
	Famaka	"NA"	11.3242283	34.7374236		town	node/4776976166
	Simiat		13.8018777	24.878772		village	node/4970303776
	Sherifa		14.1451412	24.5352293		village	node/4970784522
	Fanga		14.3153009	24.2231825		locality	node/4970784575
	Dereisa		14.4008608	24.1807832		village	node/4970784693
	Irgie		14.3872448	24.1956565		village	node/4970784709
	Sangir	"NA"	14.4007939	24.2124968		village	node/4970784710
	Funu	"NA"	14.367558	24.1935762		village	node/4970784711
	Monguri	"NA"	14.3571105	24.225828		village	node/4970785263
	Farmale		14.1322599	24.3926572		village	node/4984409728
	Tarma		14.1083363	24.3446455		village	node/4984409775
	Mistariha		14.2274766	24.4109157		village	node/5041260839
	Gangara		14.234797	24.2698922		village	node/5041261119
	Abarra		14.1073941	24.464691		village	node/5041289241
	Damrat Dowa		14.0546436	24.4948106		village	node/5041289367
حي المطار	Ed Hussien		15.5873971	32.5332963		suburb	node/5052304673
	Kaguro		13.450959	24.3972471		village	node/5072495053
مدينة قلي	Guli Town		13.5104833	32.5983024		town	node/5170992333
	Tajalei		9.6702122	28.586179		village	node/5183790884
	Akur		9.3743041	28.4813744		village	node/5183790885
الثورة الحارة ٦٠			15.7095757	32.4842894		neighbourhood	node/5189087259
	Bala Ferash	"NA"	14.4552249	24.3872349		village	node/5201539338
	Madi		14.4780228	24.404474		hamlet	node/5201539388
	Tundaro		14.5223517	24.4225606		village	node/5201539393
	Tomat		14.4779802	24.3976075		hamlet	node/5201539409
	Fagus Abri		14.4851697	24.4115764		village	node/5201539603
حي الهدى			15.6346162	32.5326571		neighbourhood	node/5240141203
ابو زعيمة			14.5788279	28.3950019		town	node/5268002984
	Hassanein plateau	"NA"	21.9100821	25.0587844		locality	node/5302064443
السيالة القديمة			17.7117525	33.9724452		neighbourhood	node/5343190207
بري اللاماب	Burri Allamab		15.6007404	32.5741575		neighbourhood	node/5349507496
أم جخخين			13.5350573	22.7180708		village	node/5397275613
	Al Fao		14.1075532	34.091813		town	node/5434620573
	Irmi		14.4685072	24.4116536		village	node/5466888453
	Nowra		14.4716157	24.3857187		village	node/5466888454
	Sendo		14.4916529	24.4275484		village	node/5467273547
	Sira		14.4671471	24.4714236		village	node/5467452747
قرية الرشايده الحفاير			15.2184302	36.1757524		village	node/5643982723
قرية الرشايده ام لويه			15.2561919	36.2143524		village	node/5699709410
قرية كبري البطانه			15.0645569	35.9766693		hamlet	node/5718160865
كارثاغو			18.7612982	37.0086427		village	node/5725564984
كرشي	Karishī	Karischi	9.0903425	24.388144		village	node/5744363941
