sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
03/03/2018,03/03/2018,China,CHN,"Jiangxi, Zheijiang, Anhui",,,,Kph,Storm,"Convective storm",--,--,14,177000,147000,0,,2018-0118
19/07/2018,19/07/2018,China,CHN,"Guangdong, Jiangxi, Fujian, and Zhejiang provinces, Hainan Island",,,,Kph,Storm,"Tropical cyclone",--,--,14,16200,570000,0,"Tropical storm 'Ewiniar'",2018-0201
15/08/2018,15/08/2018,China,CHN,"Guangdong, Hainan, Zhanjiang, Guangdong Provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,2,300,188000,0,"Typhoon 'Bebinca'",2018-0305
10/09/2018,18/09/2018,China,CHN,Shenzhen,,,,Kph,Storm,"Tropical cyclone",--,--,0,0,770000,0,"TYphoon Mangkut",2018-0341
15/11/1999,19/11/1999,Colombia,COL,,,,,Kph,Storm,"Tropical cyclone",--,--,2,0,500,0,Lenny,1999-0557
01/06/2001,01/06/2001,Colombia,COL,"Barranquilla (dist.port.), Soledad districts (Atlantico province)",,,50,Kph,Storm,"Convective storm",--,--,5,7700,0,0,,2001-0343
29/10/2005,29/10/2005,Colombia,COL,"Providencia Isl. (Santa Catalina, Santa Catarina districts, San Andres y Providencia province), San Andres Isl. (San Andres y Providencia district, San Andres y Providencia province)",,,175,Kph,Storm,"Tropical cyclone",--,--,0,3074,0,0,Beta,2005-0625
06/10/2014,06/10/2014,Colombia,COL,"Santa Marta (dist. Esp.) district (Magdalena province)",,,,Kph,Storm,"Convective storm",--,--,11,18,0,0,,2014-0378
04/10/2017,04/10/2017,Colombia,COL,"San Andres, Providencia and Santa Catalina",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,0,0,0,"Tropical depression'16/Hurricane 'Nate'",2017-0410
25/04/2003,27/04/2003,"Comoros (the)",COM,"Kavé-Hoani, Fomboni areas (Moheli province)",,,,Kph,Storm,--,Rain,--,0,300,0,0,,2003-0752
27/03/2014,29/03/2014,"Comoros (the)",COM,"Ngazidja, Moheli, Anjouan provinces",,,100,Kph,Storm,"Tropical cyclone",Flood,--,0,9511,0,0,"Cyclone Helen",2014-0092
02/02/2003,02/02/2003,"Congo (the Democratic Republic of the)",COD,"Yumbi area (Plateaux district, Bandundu province)",,,0,Kph,Storm,"Tropical cyclone",--,--,17,22500,0,0,,2003-0073
09/10/2003,09/10/2003,"Congo (the Democratic Republic of the)",COD,"Bikoro area (Equateur district, Equateur province)",,,,Kph,Storm,"Convective storm",--,--,11,73,0,0,,2003-0520
08/02/2005,08/02/2005,"Congo (the Democratic Republic of the)",COD,"Uvira area (Sud-Kivu district, Sud-Kivu province)",,,,Kph,Storm,--,Flood,--,8,5389,0,0,,2005-0143
08/03/2006,08/03/2006,"Congo (the Democratic Republic of the)",COD,"Oicha area (Nord-Kivu district, Nord-Kivu province)",,,,Kph,Storm,"Convective storm",Flood,--,3,75066,0,0,,2006-0141
/01/2008,/01/2008,"Congo (the Democratic Republic of the)",COD,"Kikwit district (Bandundu province)",,,,Kph,Storm,"Convective storm",--,--,10,8,0,0,,2008-0004
02/12/2001,02/12/2001,"Cook Islands (the)",COK,"Rarotonga, Avarua, Mangaia islands",,,130,Kph,Storm,"Tropical cyclone",--,--,0,744,0,0,Trina,2001-0659
28/02/2005,28/02/2005,"Cook Islands (the)",COK,"Pukapuka, Nassau islands",,,249,Kph,Storm,"Tropical cyclone",--,--,0,608,0,0,Percy,2005-0102
11/02/2010,19/02/2010,"Cook Islands (the)",COK,"Aitutaki, Rarotonga, Palmerston islands",,,200,Kph,Storm,"Tropical cyclone",--,--,0,2202,0,0,Pat,2010-0078
01/10/2005,16/10/2005,"Costa Rica",CRI,"Quepos (Aguirre district, Puntarenas province), Guanacaste province.",,,,Kph,Storm,"Tropical cyclone",--,--,1,1074,20000,0,Stan,2005-0567
28/05/2008,28/05/2008,"Costa Rica",CRI,"Parrita, Aguirre, Puntarenas districts (Puntarenas province), Canas, Bagaces, Abangares, Nandayure, Hojancha, Nicoya, Santa Cruz districts (Guanacaste province), Perez Zeledon, Tarrazu, Leon Cortes (San Jose province)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,4,55000,0,0,Alma,2008-0234
23/11/2016,25/11/2016,"Costa Rica",CRI,"Upala, Bagaces, Osa, Golfito, Corredones",,,175,Kph,Storm,"Tropical cyclone",Flood,--,9,50000,0,0,"Tropical storm Otto",2016-0433
21/09/2017,06/10/2017,"Costa Rica",CRI,"South Pacific, Region 8- South Zone – Central Pacific: Region 6- Puntarenas (Parrita)- North Pacific: Region 5- Guanacaste (Hojancha, Sardinal de Carrillo)- Huetar Norte: Region 9- North Zone- Central Valley: Region 1, Cartago (Llano Grande de Cartago), Alajuela (Sarchí de Valverde Vega,Athens, ), San Jose (Puriscal,San Marcos de Tarrazú), Esperanza de Santa Cruz, Mollejones de Cabagra",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",13,11500,185000,0,"Tropical depression'16/Hurricane 'Nate'",2017-0410
/02/2005,/02/2005,Croatia,HRV,"Kapljuh (Karlovac province), Rujevac (Sisak-moslavina province), Zagreb (Grad Zagreb province)",,,,Kph,Storm,"Convective storm","Cold wave",--,2,0,0,0,,2005-0045
11/09/2017,11/09/2017,Croatia,HRV,"Zadar region, Bibinje, Sukošan, Biograd na Moru, Nin",,,,Kph,Storm,"Convective storm",Flood,--,0,3500,161000,6000,,2017-0408
14/10/1999,14/10/1999,Cuba,CUB,"Havana, Cienfuegos, Isla De La Juventud, Pinar Del Rio, Sancti Spiritus, Villa Clara, Mantanzas",,,120,Kph,Storm,"Tropical cyclone",--,--,4,254990,0,0,"Hurricane ""Irene""",1999-0400
04/11/2001,04/11/2001,Cuba,CUB,"Matanzas, Cienfuegos, Villa Clara, Sancti Spiritus, Isla de la Juventud, Pinar del Rio, Ciudad De La Habana, Ciego de Avila provinces",,,250,Kph,Storm,"Tropical cyclone",--,--,5,5900012,100000,20000,"Hurricane Michelle",2001-0612
18/09/2002,18/09/2002,Cuba,CUB,"Isla De La Juventud, Pinar del Rio provinces",,,165,Kph,Storm,"Tropical cyclone",--,--,0,42500,23000,1000,Isidore,2002-0604
01/10/2002,01/10/2002,Cuba,CUB,"Sandino, San Juan y Martinez, Mantua, Guane districts (Pinar del Rio province), Isla dela Juventud province, Batabano, Guira de Melena, Nueva Paz, San Nicolas, Melena del Sur, Quivican districts (La Habana province), Sancti Spiritus, La Sierpe, Fomento, Taguasco, Trinidad, Jatibonico districts (Sancti Spiritu province), Rodas, Aguada De Pasajeros, Cumanayagua districts (Cienfuegos province), Guantanamo, Maisi, Baracoa, Manuel Tames districts (Guantanamo province), Guama, Tercer Frente, Palma Soriano, Santiago de Cuba districts (Santiago de Cuba province), Niquero, Media Luna, Cauto Cristo, Pilon districts (Granma province)",,,173,Kph,Storm,"Tropical cyclone",--,--,3,281470,23000,1000,Lili,2002-0636
14/08/2004,14/08/2004,Cuba,CUB,"La Habana, Pinar del Rio, Cienfuegos, Ciudad De La Habana, Isla De La Juventud provinces",,,220,Kph,Storm,"Tropical cyclone",--,--,4,244005,1000000,0,Charley,2004-0415
13/09/2004,14/09/2004,Cuba,CUB,"Pinar del Rio, La Habana, Ciudad De La Habana, Matanzas, Villa Clara, Cienfuegos, Sancti Spiritus, Isla de la Juventud, Ciego de Avila, Santiago de Cuba provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Surge,0,3245,200000,0,Ivan,2004-0462
08/07/2005,09/07/2005,Cuba,CUB,"Cienfuegos, La Habana, Ciudad de la Habana, Matanzas, Sancti Spiritus, Ciego de Avila, Camaguey, Santiago de Cuba, Granma, Las Tunas, Guatanamo provinces",,,235,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,16,2500000,1400000,5000,"Hurricane ""Dennis""",2005-0351
19/10/2005,24/10/2005,Cuba,CUB,"Santiago de Cuba, Granma, Guantanamo, Matanzas, Sancti Spiritus, Villa Clara, Cienfuegos,  Havana, Ciudad Havana, Pinar del Rio, Isla De La Juventud provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",4,100000,700000,0,"Hurricane ""Wilma""",2005-0585
11/06/2006,11/06/2006,Cuba,CUB,"Nueva Paz district (La Habana province)",,,75,Kph,Storm,"Tropical cyclone",Flood,--,0,268,0,0,Alberto,2006-0272
20/08/2007,20/08/2007,Cuba,CUB,"Pinar del Rio, La Habana, Isla de la Juventud provinces",,,240,Kph,Storm,"Tropical cyclone",Flood,Surge,0,0,0,0,Dean,2007-0360
28/10/2007,02/11/2007,Cuba,CUB,"Granma, Holguin, Las Tunas, Guantanamo, Santiago de Cuba provinces",18.53,-70.06,,Kph,Storm,"Tropical cyclone",Flood,"Broken Dam/Burst bank",1,192488,500000,0,Noel,2007-0523
20/08/2008,20/08/2008,Cuba,CUB,"Cienfuegos, Sancti Spiritus, Guantanamo, Santiago de Cuba, Granma, Villa Clara, Ciego de Avila, Camgguey, Las Tunas, Holguín provinces",,,85,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical Storm  ""Fay""",2008-0338
29/08/2008,01/09/2008,Cuba,CUB,"Island of Youth, Pinar del Rio, Havana, Matanzas provinces",,,240,Kph,Storm,"Tropical cyclone",Flood,--,0,450019,2072000,0,"Hurricane ""Gustav""",2008-0352
08/09/2008,09/09/2008,Cuba,CUB,"Guantanamo, Santiago de Cuba, Camaguey, Holguín, Granma, Las Tunas, Ciego de Avila, Sancti Spiritus, Villa Clara, La Habana, Ciudad de la Habana, Pinar del Rio, Isla de le Juventud, Matanzas provinces",,,,Kph,Storm,"Tropical cyclone",Flood,Surge,7,0,1500000,0,"Hurricane Ike",2008-0384
08/11/2008,08/11/2008,Cuba,CUB,"Santa Cruz del Sur, Najasa, Guáimaro (Camaguey province), Amancio Rodriguez (Las Tunas province), Sancti Spirtitus, Ciego de Avila, Granma provinces",,,230,Kph,Storm,"Tropical cyclone",Surge,--,0,49445,0,0,"Hurricane Paloma",2008-0514
25/08/2012,25/08/2012,Cuba,CUB,"Gantanamo, Santiago de Cuba, Granma; Holguin, Las Tunas, Camagüey provinces",,,,Kph,Storm,"Tropical cyclone",--,--,1,45496,0,0,"Hurricane Isaac",2012-0313
22/10/2012,22/10/2012,Cuba,CUB,"Santiago de Cuba, San Luis, Palma Soriano, Mella, Contramaestre, Segundo Frente, Tercer Frente, Songo - La Maya, Guama districts (Santiago de Cuba province), Rafael Freyre, Banes, Antilla, Baganos, Holguín, Calixto Garcia, Cacocum, Urbano Noris, Cueto, Mayari, Frank pais, Sagua  de Tanamo, Moa, Jibara districts (Holguín province), Guantanamo province ",,,175,Kph,Storm,"Tropical cyclone",Flood,--,11,162605,0,0,"Hurricane Sandy",2012-0410
28/09/2016,07/10/2016,Cuba,CUB,"Baracoa, Imias, Maisi, San Antonio del Sur districts (Guantanamo province)",,,,Kph,Storm,"Extra-tropical storm",--,--,0,190000,2600000,0,"Hurricane Matthew",2016-0355
08/09/2017,10/09/2017,Cuba,CUB,"Habana del Este, Habana Vieja, Centro Habana, Plaza, Playa municipalities (Habana province); Sierra de Cúbitas, Florida, Nuevitas, Esmeralda municipalities (Camagüey province); Martí, Cárdenas, Matanzas, Los Arabos
Unión de Reyes municipalities  (Matanzas province); Jobabo, Manatí, Jesús Mendez, Puerto Padre municipalities (Las Tunas province); Gibara, Frank Paí, Banes, Mayarí, Rafael Freyre municipalities (Holguin province); Encrucijada
Caibaríen, Sagüa la Grande, Santo Domingo, Santa Clara municipalities (Villa Clara province); Bolivia, Moron, Chambas, Venezuela municipalities (Ciego Avila province), Pinar del Rio, Matanzas, Artemisa, Mayabeque, Cienfuegos, Sancti Spiritus, Granma, Guantamo",,,,Kph,Storm,"Tropical cyclone",Flood,--,10,10000000,13200000,200000,"Hurricane 'Irma'",2017-0381
29/05/2018,02/06/2018,Cuba,CUB,"Ciego de Avila, Sancti Spiritus et Villa Clara, Matanzas, Pinar del Rio, Cienfuegos",,,,Kph,Storm,"Tropical cyclone",Flood,"Oil spill",9,40000,0,0,Alberto,2018-0170
10/10/2018,11/10/2018,Cuba,CUB,"Sandino, San Juan municipalities  (Pinar del Rio province)",,,,Kph,Storm,"Tropical cyclone",--,--,0,540,0,0,"Hurricane Michael",2018-0373
27/01/2003,27/01/2003,Cyprus,CYP,"Limassol, Larnaca provinces",,,0,Kph,Storm,"Convective storm",--,--,0,30,10000,6000,,2003-0049
22/01/2004,25/01/2004,Cyprus,CYP,"Larnaca province",,,,Kph,Storm,--,Rain,--,0,10,0,0,,2004-0026
/01/2002,/01/2002,"Czech Republic (the)",CZE,"Zapadocesky, Severocesky, Vychodocesky, Severomoravsky provinces",,,,Kph,Storm,--,--,--,0,0,0,0,,2002-0011
26/10/2002,28/10/2002,"Czech Republic (the)",CZE,"Zapadocesky, Severocesky, Stredocesky, Jihocesky, Jihomoravsky, Praha, Severomoravsky, Vychodocesky provinces",,,,Kph,Storm,"Extra-tropical storm",--,--,2,0,20000,10000,Jeannet,2002-0678
/02/2005,/02/2005,"Czech Republic (the)",CZE,"Zapadocesky, Severocesky, Stredocesky, Jihocesky, Jihomoravsky, Praha, Severomoravsky, Vychodocesky provinces (All country)

Ostrava-mestro district (Severomoravsky province)",,,,Kph,Storm,"Convective storm","Cold wave",--,0,3,0,0,,2005-0045
18/01/2007,18/01/2007,"Czech Republic (the)",CZE,"Zapadocesky, Severocesky, Stredocesky, Jihocesky, Jihomoravsky, Praha, Severomoravsky, Vychodocesky provinces (All country)",,,216,Kph,Storm,"Extra-tropical storm",--,--,4,0,150000,35000,Kyrill,2007-0019
29/02/2008,02/03/2008,"Czech Republic (the)",CZE,"Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky (Libeznice city, Praha-vychod district), Vychodocesky, Zapadocesky provinces",,,150,Kph,Storm,"Extra-tropical storm",--,--,2,0,50000,6000,Emma,2008-0082
23/07/2009,24/07/2009,"Czech Republic (the)",CZE,"Hradek nad Nisou city (Liberec district, Severocesky province)",,,,Kph,Storm,"Convective storm",--,--,2,12,0,0,,2009-0273
10/08/2017,11/08/2017,"Czech Republic (the)",CZE,"Northern, Southern and Central Moravia, eastern Bohemia (Kromeriz, Bohuslavice)",,,,Kph,Storm,"Convective storm",--,--,0,0,2900,0,,2017-0341
03/12/1999,05/12/1999,Denmark,DNK,,,,177,Kph,Storm,"Extra-tropical storm",--,--,7,0,2604939,2100000,Anatol,1999-0590
27/10/2002,27/10/2002,Denmark,DNK,"Varde district (Ribe province)",,,,Kph,Storm,"Convective storm",--,--,1,0,0,0,,2002-0681
07/01/2005,09/01/2005,Denmark,DNK,"Aarhus, Bornholm, Frederiksberg, Fyn, Nordjylland, Ribe, Ringkoebing, Soenderjylland, Storstroem, Vejle, Vestsjaelland, Viborg, Frederiksborg, Koebenhavn, Roskilde province",,,151,Kph,Storm,"Extra-tropical storm","Transport accident",--,4,0,1300000,900000,Erwin,2005-0011
17/01/2007,19/01/2007,Denmark,DNK,"Aarhus, Bornholm, Frederiksberg, Fyn, Nordjylland, Ribe, Ringkoebing, Soenderjylland, Storstroem, Vejle, Vestsjaelland, Viborg, Frederiksborg, Koebenhavn, Roskilde province",,,,Kph,Storm,"Extra-tropical storm",--,--,0,0,100000,0,Kyrill,2007-0019
23/12/2010,28/12/2010,Denmark,DNK,"Bornholm Island (Bornholm district, Bornholm province)",,,,Kph,Storm,"Convective storm",--,--,0,0,0,0,,2010-0652
27/10/2013,28/10/2013,Denmark,DNK,"Aarhus, Bornholm, Frederiksberg, Fyn, Nordjylland, Ribe, Ringkoebing, Soenderjylland, Storstroem, Vejle, Vestsjaelland, Viborg, Frederiksborg, Koebenhavn, Roskilde provinces",,,195,Kph,Storm,"Extra-tropical storm",--,--,1,0,0,0,"Storm Christian",2013-0398
07/12/2013,07/12/2013,Denmark,DNK,"Aarhus, Bornholm, Frederiksberg, Fyn, Nordjylland, Ribe, Ringkoebing, Soenderjylland, Storstroem, Vejle, Vestsjaelland, Viborg, Frederiksborg, Koebenhavn, Roskilde provinces",,,,Kph,Storm,"Extra-tropical storm",--,--,1,0,0,0,"Storm Xaver",2013-0517
20/05/2018,21/05/2018,Djibouti,DJI,,,,,Kph,Storm,"Tropical cyclone",Flood,--,2,25000,0,0,"Cyclone 'Sagar'",2018-0145
17/11/1999,19/11/1999,Dominica,DMA,,,,215,Kph,Storm,"Tropical cyclone",--,--,0,715,0,0,Lenny,1999-0615
21/08/2007,24/08/2007,Dominica,DMA,"St. Andrew, St. David, St. George, St. John, St. Joseph, St. Luke, St. Mark, St. Patrick, St. Paul, St. Peter provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,2,7530,20000,10000,Dean,2007-0360
25/09/2011,29/09/2011,Dominica,DMA,"Canefield, Massacre, Mahaut, Cochrane, Campbell villages (St. Paul province), Coulibistrie village (St. Joseph province)",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,240,0,0,"Tropical storm Orphelia",2011-0432
27/08/2015,27/08/2015,Dominica,DMA,"Petite Savanne, Pichelin villages (St. Patrick province), Good Hope, Petite Soufriere villages (St. David province), Bath Estate village (St. George province), Dubique village (St. Andrew province), Campbell village (St. Paul province), Coulibistrie village (St. Joseph province)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",30,28594,482810,0,"Hurricane Erika",2015-0375
18/09/2017,19/09/2017,Dominica,DMA,"All island",,,260,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",64,71393,1456000,19300,"Hurricane 'Maria'",2017-0383
04/10/2001,09/10/2001,"Dominican Republic (the)",DOM,"Santo Domingo province",,,,Kph,Storm,"Tropical cyclone",--,--,3,0,10,0,Iris,2001-0570
06/12/2003,06/12/2003,"Dominican Republic (the)",DOM,"Barahona, Pedernales, Baoruco provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,8,10000,0,0,Odette,2003-0599
02/09/2004,02/09/2004,"Dominican Republic (the)",DOM,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,250,0,0,Frances,2004-0455
09/09/2004,09/09/2004,"Dominican Republic (the)",DOM,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,,Kph,Storm,"Tropical cyclone",--,--,4,0,1000,0,Ivan,2004-0462
16/09/2004,17/09/2004,"Dominican Republic (the)",DOM,"Santo Domingo, Maria Trinidad Sanches, Espaillat, Samana, Duarte, Monte Cristi, San Pedro de Macoris, El Seibo, La Romana, Azua, Hato Mayor, La Altagracia provinces",,,,Kph,Storm,"Tropical cyclone",Flood,Surge,11,14009,296000,0,Jeanne,2004-0473
22/10/2005,24/10/2005,"Dominican Republic (the)",DOM,"Puerto Plata province",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",9,1000,0,0,Alpha,2005-0597
21/08/2007,24/08/2007,"Dominican Republic (the)",DOM,"Azua, Barahona, Distrito Nacional, La Altagracia, La Romana, Pedernales, Peravia, San Cristobal, San Pedro de Macoris, Santiago, Santo Domingo provinces",14.64,-61.02,,Kph,Storm,"Tropical cyclone",Flood,--,1,1600,40000,30000,Dean,2007-0360
28/10/2007,02/11/2007,"Dominican Republic (the)",DOM,"Santo Domingo, Distrito Nacional, San Cristobal, Peravia, Azua, Barahona, Pedernales, Independencia, Baoruco, San Juan, Santiago, Puerto Plata, Espaillat, Salcedo, Duarte, La Vega, Monte Plata, Monsenor Nouel, Hato Mayor, El Seibo, Dajabon, Monte Cristi, Santiago Rodriguez, La Altagracia, San Pedro de Macoris provinces",18.53,-70.06,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",129,79728,77700,0,Noel,2007-0523
11/12/2007,17/12/2007,"Dominican Republic (the)",DOM,"Bonao city (Monsenor Nouel district, Monsenor Nouel province), Nagua district (Maria Trinidad Sanches province), Arenoso, Villa Rivas districts (Duarte province), Santiago, Barahona, La Vega, Puerto Plata, Monte Plata, El Seibo provinces",18.93,-71.03,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",33,61605,45000,0,Olga,2007-0612
18/08/2008,18/08/2008,"Dominican Republic (the)",DOM,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",4,0,0,0,"Tropical Storm  ""Fay""",2008-0338
26/08/2008,26/08/2008,"Dominican Republic (the)",DOM,"Santo Domingo province",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,8,6257,0,0,"Hurricane ""Gustav""",2008-0352
03/09/2008,03/09/2008,"Dominican Republic (the)",DOM,"Monte Cristi, Puerto Plata provinces",,,110,Kph,Storm,"Tropical cyclone",Rain,--,1,10745,0,0,"Hurricane Hanna",2008-0378
29/10/2010,29/10/2010,"Dominican Republic (the)",DOM,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,0,12000,0,0,"Hurricane Tomas",2010-0571
04/08/2011,04/08/2011,"Dominican Republic (the)",DOM,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,,Kph,Storm,"Tropical cyclone",--,--,3,7000,0,0,"Tropical storm ""Emily""",2011-0303
24/08/2011,24/08/2011,"Dominican Republic (the)",DOM,"San José de Ocoa, Peravia, San Cristobal, Santo Domingo provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,4,37000,30000,0,"Hurricane Irene",2011-0328
25/08/2012,25/08/2012,"Dominican Republic (the)",DOM,"Azua, Monte Plata, Sanchez Ramirez, Barahona, San José de Ocoa provinces",,,,Kph,Storm,"Tropical cyclone",--,--,5,20515,0,0,"Hurricane Isaac",2012-0313
24/10/2012,24/10/2012,"Dominican Republic (the)",DOM,"Azua, Barahona, San Cristobal, Santo Domingo, Duarte, Monte Plata, Peravia, San Juan, San José de Ocoa, Distrito Nacional provinces",,,,Kph,Storm,"Tropical cyclone",--,--,3,22000,30000,0,"Hurricane Sandy",2012-0410
28/08/2015,28/08/2015,"Dominican Republic (the)",DOM,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,2133,0,0,"Hurricane Erika",2015-0375
03/10/2016,04/10/2016,"Dominican Republic (the)",DOM,"Azua, San José de Ocoa, San Juan de la Maguana, Pedernales, Barahona, Independencia, Dajabon, Monte Cristi, Bahoruco, Elias Pina, San Cristobal, Peravia, Santiago Rodriguez, Puerto Plata, Valverde, Santo Domingo, Distrito Nacional, Monsenor Noel, Sanchez Ramirez, Monte Plata, La Vega",,,,Kph,Storm,"Extra-tropical storm",--,--,0,0,0,0,"Hurricane Matthew",2016-0355
20/04/2017,23/04/2017,"Dominican Republic (the)",DOM,"Santo Domingo, San Cristóbal, Monte Plata, Sánchez Ramírez, Duarte and Barahona provinces",,,,Kph,Storm,--,--,--,0,10287,0,0,,2017-0137
06/09/2017,06/09/2017,"Dominican Republic (the)",DOM,"Veron, Higuey (La Altagracia), Samaná (Galera), La Romana, Puerto Plata (Motellano, Sabaneta de yasica); San Cristobal, Peravia, San José de Ocoa, Azua, Santiago (Santiago), Valverde (Mao, Esperanza), Monte cristi (Montecristi), Dajabón, Espaillat (Gaspar Hernandez), Maria Trinidad Sanchez",,,285,Kph,Storm,"Tropical cyclone",Flood,--,0,6300,0,0,"Hurricane 'Irma'",2017-0381
20/09/2017,20/09/2017,"Dominican Republic (the)",DOM,"La Altagracia, El Seibo, Hato Mayor, Samaná, Espaillat, María Trinidad Sánchez, Puerto Plata, Santiago, Sánchez Ramírez, Monseñor Nouel, La Romana, Montecristi, Duarte, San Juan, Valverde, Dajabón, Santiago Rodríguez, San Pedro de Macorís, Hermanas Mirabal (Salcedo), La Vega",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",5,26000,63000,0,"Hurricane 'Maria'",2017-0383
22/01/2004,26/01/2004,Egypt,EGY,"Alexandria, Assiut, Aswan, Behera, Beni Suef, Cairo, Dakahlia, Damietta, Fayoum, Gharbia, Giza, Ismailia, Kafr El-Shikh, Kalyoubia, Luxor, Menia, Menoufia, New Valley, Port Said, Qena, Shrkia, Suez, Suhag provinces",,,,Kph,Storm,--,Rain,--,13,42,0,0,,2004-0026
12/12/2010,12/12/2010,Egypt,EGY,"Tanta, Tanta 1, Tanta 2 districts (Gharbia province), Alexandria province",,,,Kph,Storm,"Convective storm","Transport accident",--,31,40,0,0,,2010-0639
24/10/2015,25/10/2015,Egypt,EGY,"Alexandria province",,,,Kph,Storm,"Convective storm",Hail,Flood,6,0,100000,0,,2015-0605
03/11/2015,04/11/2015,Egypt,EGY,"Behera, Kafr El-Shikh, North Sinai, Matrouh, Menoufia, Alexandria provinces",,,,Kph,Storm,"Convective storm",Flood,--,25,135,0,0,,2015-0606
27/10/2016,29/10/2016,Egypt,EGY,"South Sinai, Red Sea, Ismailia, Beni Suef, Qena, Assiut, Suhag provinces",,,,Kph,Storm,"Convective storm",Flood,--,26,32572,25000,0,,2016-0359
