sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
14/09/2016,14/09/2016,"Taiwan (Province of China)",TWN,,,,305,Kph,Storm,"Tropical cyclone",Flood,--,0,0,70000,0,"Typhoon Ferdie (Meranti)",2016-0342
27/09/2016,27/09/2016,"Taiwan (Province of China)",TWN,,,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,7,160,110000,0,"Typhoon Megi",2016-0350
29/07/2017,31/07/2017,"Taiwan (Province of China)",TWN,"Kaohsiung City, New Taipei City",,,150,Kph,Storm,"Tropical cyclone",Flood,--,1,131,17200,0,"Typhoon Nesat & Haitang",2017-0326
23/08/2018,26/08/2018,"Taiwan (Province of China)",TWN,"Chiayi, Kaohsiung, Tainan counties",,,,Kph,Storm,"Tropical cyclone",Flood,--,7,6140,34000,0,,2018-0313
01/01/1999,01/01/1999,Tajikistan,TJK,"Leninabad Region",,,,Kph,Storm,"Tropical cyclone",--,--,0,1500,200,0,,1999-0036
16/06/2001,16/06/2001,Tajikistan,TJK,"Ghozimalik district (Khatlon province)",,,,Kph,Storm,--,--,--,0,830,234,0,,2001-0756
/12/2008,/12/2008,"Tanzania, United Republic of",TZA,"Kizwite, Milanzi villages (Sumbawanga Urban district, Rukwa province)",,,,Kph,Storm,"Convective storm",--,--,0,274,0,0,,2008-0641
/12/2008,/12/2008,"Tanzania, United Republic of",TZA,"Idobashi village (Itwangi area, Shinyanga Rural district, Shinyanga province)",,,,Kph,Storm,"Convective storm",--,--,0,403,0,0,,2008-0642
16/01/2009,16/01/2009,"Tanzania, United Republic of",TZA,"Chavumba village (Handali area, Chamwino district, Dodoma province)",,,,Kph,Storm,"Convective storm",--,--,0,605,0,0,,2009-0052
03/03/2015,04/03/2015,"Tanzania, United Republic of",TZA,"Mwakata, Magung'unhwa, Nhumbi villages (Msalala area, Kahama district, Shinyanga province)",-4.31417,33.75,40007.02,Kph,Storm,"Convective storm",Flood,--,47,5112,0,0,,2015-0069
21/08/2000,21/08/2000,Thailand,THA,"Tha Tum, Chom Phra, Samrong Thap, Sikhoraphum, Sangkha, Muang Surin districts (Surin province), Ubon Ratchathani province",,,,Kph,Storm,"Tropical cyclone",--,--,2,41219,0,0,Kaemi,2000-0539
27/06/2001,27/06/2001,Thailand,THA,"Muang Satun, Langu, Tha Phae, Khuan Don districts (Satun province)",,,,Kph,Storm,--,--,--,0,150,0,0,,2001-0357
12/01/2002,12/01/2002,Thailand,THA,"Muang Chang Rai, Chiang Saen, Mae Chan, Wiang Chai, Phan districts (Chiang Rai province)",,,,Kph,Storm,"Convective storm",Hail,--,1,27704,2000,0,,2002-0069
23/04/2002,23/04/2002,Thailand,THA,"Sam Ngao, Phop Phra districts (Tak province)",,,,Kph,Storm,"Convective storm",--,--,0,2500,0,0,,2002-0286
11/04/2003,11/04/2003,Thailand,THA,"Muang Chiang Rai, Wiang Chai, Phan, Mae Fa Luang, Mae Suai districts (Chiang Rai province)",,,0,Kph,Storm,"Convective storm",--,--,0,5000,0,0,,2003-0235
20/05/2004,23/05/2004,Thailand,THA,"Mae Ramat district (Tak province)",,,,Kph,Storm,--,Flood,"Slide (land, mud, snow, rock)",13,5050,0,0,,2004-0244
04/06/2004,21/06/2004,Thailand,THA,"Phrae, Nakhon Sawan, Sukhothai, Phichit, Mae Hong Son, Tak, Nan, Phayao, Phitsanulok, Loei provinces",,,,Kph,Storm,"Tropical cyclone",Flood,Rain,1,4000,0,0,"Chanthu (Gener/08W)",2004-0258
21/05/2005,21/05/2005,Thailand,THA,"Lampang, Nan provinces",,,,Kph,Storm,--,Hail,--,0,1500,246,0,,2005-0303
26/09/2005,30/09/2005,Thailand,THA,"Lampang, Chiang Mai, Chiang Rai, Phayao, Mae Hong Son, Phrae, Yasothon, Ubon Ratchathani provinces",,,,Kph,Storm,"Tropical cyclone","Broken Dam/Burst bank",--,10,2000,20000,0,Damrey,2005-0540
02/05/2008,03/05/2008,Thailand,THA,"Tak province",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,1000,0,0,"Cyclone Nargis",2008-0184
11/08/2008,20/08/2008,Thailand,THA,"Chiang Rai, Loei, Nakhon Phanom, Nan, Nong Khai, Phayao, Phitsanulok, Sakon Nakhon, Udon Thani, Uttaradit provinces",17.31,103.66,,Kph,Storm,"Tropical cyclone",Flood,--,0,0,0,0,"Tropical storm ""Kammuri"" (Julian)",2008-0329
04/08/2011,06/08/2011,Thailand,THA,"Phrae, Chiang Mai, Sukhothai, Nan, Nakhon Phanom, Lamphun, Lampang, Mae Hon Son, Uttaradit, Phichit, Phitsanulok, Udon Thani, Nong Khai, Sakon Nakhon Loei, Phetchabun provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,18,1000000,0,0,"Topical storm Juaning (Nock-ten)",2011-0272
16/03/2014,16/03/2014,Thailand,THA,"Chiang Mai, Chiang Rai, Lampang, Lamphun, Mae Hong Son, Nan, Phayao, Phrae, Sukhothai, Tak, Uttaradit provinces",,,,Kph,Storm,"Convective storm",Hail,--,0,2000,0,0,,2014-0537
15/09/2015,21/09/2015,Thailand,THA,"Rayong (Muang, Bang Chang districts), Chonburi, Phang-nga, Chumphon, Trat, Saraburi, Ranong, Satun, Tak, Chanthaburi, Surin, Si Sa Ket, Trang, Chachoengsao, Nakhon Nayok, Krabi, Phatthlung, Nakhon Si Thammarat, Prachuap Khiri Khan, Prachinburi, Surat Thani, Phetchaburi (Ban Laem district), Sa Kaeo Provinces",,,65,Kph,Storm,"Tropical cyclone",Flood,--,3,0,561,0,"Cyclone Vamco",2015-0620
17/07/2017,19/07/2017,Thailand,THA,"Nan (Mae Charim district)",,,,Kph,Storm,"Tropical cyclone",--,--,0,60,0,0,"Tropical Storm Talas",2017-0281
17/09/2017,17/09/2017,Thailand,THA,"Uthai Thani, Phitsanulok, Phrae, Chaiyaphum, Chiang Rai, Kalasin, Lampang, Loei, Phangnga, Phetchabun, Sakon Nakhon, Satun, Uttaradit",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,28500,0,0,"Typhoon 'Doksuri'",2017-0406
15/01/2006,/03/2006,Timor-Leste,TLS,"Suai district (Covalima province), Liquidoe district (Aileu province), Oecussi, Baucau, Ainaro, Bobonaro, Viqueque provinces",,,,Kph,Storm,--,Flood,--,0,8730,0,0,Daryl,2006-0126
28/02/2005,28/02/2005,Tokelau,TKL,"Nukunonu, Atafu, Fakaofo islands (Tokelau province)",,,249,Kph,Storm,"Tropical cyclone",--,--,0,26,0,0,Percy,2005-0102
31/12/2001,31/12/2001,Tonga,TON,"Vava'u, Niuafo'ou islands (Tonga province)",,,260,Kph,Storm,"Tropical cyclone",--,--,0,16500,51300,0,Waka,2001-0711
06/01/2004,06/01/2004,Tonga,TON,"Tafahi, Nuiatoputapu islands (Tonga province)",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,Heta,2004-0004
25/01/2011,29/01/2011,Tonga,TON,"Ha'apai island (Tonga province)",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,3000,0,"Tropical cyclone Wilma",2011-0091
06/01/2014,11/01/2014,Tonga,TON,"Mo'unga'one, Ha'ano, Foa, Lifuka, Lofanga, Uiha islands (Ha'apai island group, Tonga province), Vava'u island group (Tonga province)",,,270,Kph,Storm,"Tropical cyclone",--,--,1,4014,31000,0,Ian,2014-0001
02/01/2016,02/01/2016,Tonga,TON,"Vava'u, Ha'apai islands (Administrative unit not available)",,,150,Kph,Storm,"Tropical cyclone",--,--,0,392,0,0,"Cyclone Ulla",2016-0004
19/02/2016,19/02/2016,Tonga,TON,"Vava’u Isl. ",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Cyclone Winston",2016-0041
07/04/2016,07/04/2016,Tonga,TON,"Eua, Tongatapu,  Ha'apai, Tongatapu, 'Eua, Vava'u islands (Administrative unit not available)",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical cyclone Zena",2016-0141
12/02/2018,13/02/2018,Tonga,TON,"Tongatapu, Ha’apai and Eua islands",,,285,Kph,Storm,"Tropical cyclone",Flood,--,0,87000,0,0,"Cyclone Gita",2018-0042
09/09/2004,09/09/2004,"Trinidad and Tobago",TTO,"Caparo, Tumpuna villages (Couva/Tabaquite/Talparo province), Caroni village (Tunapuna/Piarco province)",,,120,Kph,Storm,"Tropical cyclone",--,--,1,560,1000,0,Ivan,2004-0462
14/07/2005,14/07/2005,"Trinidad and Tobago",TTO,"Arima, Chaguanas, Couva/Tabaquite/Talparo, Diego Martin, Penal/Debe, Point Fortin, Port Of Spain, Princes Town, Rio Claro/Mayaro, San Fernando, San Juan/Laventille, Sangre Grande, Siparia, Tobago, Tunapuna/Piarco provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,0,0,0,0,Emily,2005-0382
20/12/2002,20/12/2002,Turkey,TUR,"Tokat, Van, Kayseri, Istanbul, Ankara provinces",,,0,Kph,Storm,--,--,--,10,0,0,0,,2002-0791
22/01/2004,25/01/2004,Turkey,TUR,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",,,,Kph,Storm,--,--,--,8,0,0,0,,2004-0026
19/06/2004,19/06/2004,Turkey,TUR,"Sünlü village (Cubuk district, Ankara province)",,,,Kph,Storm,"Convective storm",--,--,3,915,0,0,,2004-0274
21/11/2004,22/11/2004,Turkey,TUR,"Istanbul, Ankara, Yozgat, Adana provinces",,,,Kph,Storm,"Convective storm",Flood,--,14,721,0,0,,2004-0600
01/01/2005,01/04/2005,Turkey,TUR,"Artvin, Bartin, Bolu, Giresun, Istanbul, Kastamonu, Kirklareli, Kocaeli, Ordu, Rize, Sakarya, Samsun, Sinop, Trabzon, Zonguldak provinces",,,,Kph,Storm,"Convective storm","Transport accident",--,2,0,0,0,,2005-0045
27/07/2017,27/07/2017,Turkey,TUR,Istanbul,,,,Kph,Storm,"Convective storm",Hail,Flood,0,270,600000,300000,,2017-0566
01/09/2004,01/09/2004,"Turks and Caicos Islands (the)",TCA,"Grand Turk, Providenciales and West Caicos provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,200,0,0,Frances,2004-0455
26/08/2008,26/08/2008,"Turks and Caicos Islands (the)",TCA,"Grand Turk, Middle Caicos, North Caicos, Providenciales and West Caicos, Salt City, South and East Caicos provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,4,0,0,0,"Hurricane ""Gustav""",2008-0352
01/09/2008,01/09/2008,"Turks and Caicos Islands (the)",TCA,"Providenciales and West Caicos province",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,750,0,0,"Hurricane Hanna",2008-0378
06/09/2008,06/09/2008,"Turks and Caicos Islands (the)",TCA,"Grand Turk province",,,,Kph,Storm,"Tropical cyclone",--,--,0,750,500000,0,"Hurricane Ike",2008-0384
08/09/2017,09/09/2017,"Turks and Caicos Islands (the)",TCA,"South Caicos, Salt Cay, Grand Turks, Provo (Five keys)",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,0,500000,14900,"Hurricane 'Irma'",2017-0381
10/03/2015,11/03/2015,Tuvalu,TUV,"Nanumea, Nanumaga, Niutao, Nui, Vaitupu, Nukufetau, Nukulaelae atolls (Tuvalu province)",,,,Kph,Storm,"Tropical cyclone",Surge,--,0,4613,0,0,"Cyclone 'Pam'",2015-0093
21/09/2000,21/09/2000,Uganda,UGA,"Bukonjo district (Kasese province)",,,,Kph,Storm,--,--,--,0,10000,0,0,,2000-0621
06/11/2000,06/11/2000,Uganda,UGA,"Parombo village (Padyere district, Nebbi province)",,,,Kph,Storm,--,--,--,0,5,0,0,,2000-0734
05/01/2002,05/01/2002,Uganda,UGA,"Vuulu, Geregaere areas (Lugazi area, Buyikwe district, Buikwe province)",,,,Kph,Storm,--,--,--,0,100,0,0,,2002-0016
28/06/2011,28/06/2011,Uganda,UGA,"Runyanya area (Kibanda district, Kiryandongo province)",,,,Kph,Storm,"Convective storm",--,--,23,47,0,0,,2011-0238
05/07/2000,05/07/2000,Ukraine,UKR,"L'vivs'ka province",,,,Kph,Storm,--,--,--,2,39010,0,0,,2000-0427
25/07/2000,25/07/2000,Ukraine,UKR,"Dnipropetrovs'ka province",,,72,Kph,Storm,--,--,--,4,3000,0,0,,2000-0603
27/11/2000,27/11/2000,Ukraine,UKR,"Mykolayivs'ka, Vinnyts'ka, Odes'ka, Khmel'nyts'ka, Cherkas'ka, Kirovohrads'ka, Chernivets'ka, Ternopil'ska, Kyyivs'ka, Rivnens'ka, Zhytomyrs'ka, Khersons'ka provinces",,,,Kph,Storm,--,--,--,4,6100,120000,0,,2000-0784
17/01/2007,18/01/2007,Ukraine,UKR,"Cherkas'ka, Chernihivs'ka, Chernivets'ka, Dnipropetrovs'ka, Donets'ka, Ivano-frankivs'ka, Kharkivs'ka, Khersons'ka, Khmel'nyts'ka, Kirovohrads'ka, Krym, Kyyivs'ka, L'vivs'ka, Luhans'ka, Mykolayivs'ka, Odes'ka, Poltavs'ka, Rivnens'ka, Sums'ka, Ternopil's'ka, Vinnyts'ka, Volyns'ka, Zakarpats'ka, Zaporiz'ka, Zhytomyrs'ka province",,,,Kph,Storm,"Extra-tropical storm",--,--,0,0,100000,0,Kyrill,2007-0019
22/07/2007,24/07/2007,Ukraine,UKR,"Volyns'ka province",,,,Kph,Storm,--,Rain,--,0,7552,0,0,,2007-0396
28/06/2018,30/06/2018,Ukraine,UKR,"Lviv, Chernivtsi, Ivano-Frankivsk",,,,Kph,Storm,"Convective storm",--,--,0,600,0,0,,2018-0248
25/12/1999,27/12/1999,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,,,,,Kph,Storm,"Extra-tropical storm",--,--,8,200,100000,0,Lothar,1999-0571
04/12/1999,05/12/1999,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,,,,,Kph,Storm,"Extra-tropical storm",--,--,3,0,1000,0,Anatol,1999-0590
28/10/2000,29/10/2000,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Larkhill city (Wiltshire district), Bognor Regis village, Selsey city (West Sussex district) (England province) ; West Yorkshire, South Yorkshire, North Yorkshire, Humberside (Yorkshire), West Sussex, East Sussex (Sussex), Kent, Wiltshire, Hamphshire districts (England province)",,,150,Kph,Storm,"Convective storm",Flood,--,12,19504,1500000,1100000,,2000-0714
/12/2000,/12/2000,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Worcestershire (Hereford and Wor district), Somerset city (Somersetshire district), Gloucester city (Gloucestershire district) (England province)",,,144,Kph,Storm,--,--,--,4,600,0,0,,2000-0842
27/12/2000,27/12/2000,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Northern Ireland province",,,,Kph,Storm,--,--,--,0,0,0,0,,2000-0856
28/01/2002,29/01/2002,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Cheshire, Cleveland, Cumbria, Durham, Greater Manchest, Humberside, Lancashire, Merseyside, North Yorkshire, Northumberland, South Yorkshire, Tyne and Wear, West Yorkshire (Northern England, England province) ; Scotland province",,,200,Kph,Storm,--,--,--,7,0,50,0,Jennifer,2002-0051
26/10/2002,28/10/2002,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Norfolkshire, Suffolkshire, Salop districts (England province), Oxford city (Oxfordshire district, England province), Powys district (Wales province)",,,155,Kph,Storm,"Extra-tropical storm",--,--,7,0,400000,250000,Jeanett,2002-0671
07/01/2005,08/01/2005,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Appleby, Longtown, Shap,Carlisle towns (Cumbria district, England province), West Yorkshire district (England province), North Yorkshire district (England province), Haydon Brige town (Northumberland district, England province), Peebles, Jedburgh towns (Borders district, Scotland province), Grampian district (Scotland province), Wales province",,,140,Kph,Storm,"Extra-tropical storm","Transport accident",--,3,3000,650000,500000,Erwin,2005-0011
11/01/2005,12/01/2005,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"All country selected/affected (no data)",,,200,Kph,Storm,--,--,--,7,0,50000,25000,Gero,2005-0819
18/01/2007,18/01/2007,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"All country affected ",,,160,Kph,Storm,"Extra-tropical storm",--,--,13,0,1200000,670000,Kyrill,2007-0019
10/03/2008,10/03/2008,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"All country affected",,,130,Kph,Storm,"Convective storm",Flood,--,0,0,0,0,Johanna,2008-0165
13/11/2009,04/12/2009,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Dorsetshire, Hampshire, Isle of Wight, Kent districts (England province)",,,160,Kph,Storm,"Convective storm",Flood,--,2,180,0,0,,2009-0506
28/02/2010,28/02/2010,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"All country selected (no data)",,,,Kph,Storm,"Extra-tropical storm",--,--,0,0,500,34,Xynthia,2010-0088
27/10/2013,28/10/2013,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"All country affected (no data)",,,,Kph,Storm,"Extra-tropical storm",--,--,4,0,0,0,"Storm Christian",2013-0398
06/12/2013,07/12/2013,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Humberside district (England province) ; Rhyl city (Clwyd district, Wales province) ; Clwyd, Gwynedd districts (North Wales, Wales province) ; Boston city (Lincolnshire district), Scarborough, Whitby cities (North Yorkshire district), Lowestoft city (Suffolk district), Great Yarmouth (Norfolkshire district), Dover city (Kent district), East Yorkshire area (Humberside district) (England province)",,,,Kph,Storm,"Extra-tropical storm",Flood,--,2,4200,0,0,"Storm Xaver",2013-0517
26/12/2013,26/12/2013,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"East Sussex, West Sussex (Sussex), Kent district (England province) ; Leatherhead, Dorking cities (Surrey district, England province)",,,130,Kph,Storm,"Extra-tropical storm",Flood,Rain,5,0,0,0,"Storm Dirk",2013-0530
14/02/2014,15/02/2014,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"All country selected/affected (no data)",,,130,Kph,Storm,"Extra-tropical storm",Flood,--,5,18000,100000,0,Ulla,2014-0067
04/12/2015,06/12/2015,"United Kingdom of Great Britain and Northern Ireland (the)",GBR,"Lancashire, Cumbria district (England province);  Kendal, Keswick, Appleby cities (Cumbria district) Hexham (Northumberland district) (England province)",,,,Kph,Storm,"Convective storm",Flood,--,3,15600,1200000,884000,"Storm Desmond (Ted)",2015-0525
02/01/2018,03/01/2018,"United Kingdom of Great Britain and Northern Ireland (the)",GBR," Northern Ireland, England (Cornwall, Birmingham), Wales, Southern part of Scotland",,,,Kph,Storm,"Convective storm",Surge,--,0,4,0,0,Eleanor,2018-0002
01/01/1999,04/01/1999,"United States of America (the)",USA,"Texas, Oklahoma, Arkansas, Missouri, Louisiana, Mississippi, Alabama, Georgia, Florida, South and NOrth Carolina, Tennessee, Illinois, Indiana, Ohio, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, New Jersey, New York, Connecticut, Rhode Islands, Massachusetts, Maine",,,,Kph,Storm,"Convective storm","Cold wave",--,48,0,1000000,755000,,1999-0005
21/01/1999,22/01/1999,"United States of America (the)",USA,"Tennessee, Arkansas, Indiana, Alabama, Texas, Montana, Lousiana, Missouri, Georgia",,,161,Kph,Storm,"Convective storm",--,--,18,1648,200500,200500,,1999-0042
02/03/1999,04/03/1999,"United States of America (the)",USA,"North Carolina, Oregon, West Virginia",,,109,Kph,Storm,--,--,--,3,45040,0,62500,,1999-0088
02/04/1999,04/04/1999,"United States of America (the)",USA,"Louisiana, Kansas, Arkansas, Montana, Oklahoma, Tennessee, Texas",,,,Kph,Storm,"Convective storm",Flood,Hail,10,600,300000,200500,,1999-0098
08/04/1999,10/04/1999,"United States of America (the)",USA,"Indiania, Illinois, Iowa, Montania, Ohio",,,321,Kph,Storm,"Convective storm",Hail,--,9,1242,450000,200500,,1999-0107
13/04/1999,15/04/1999,"United States of America (the)",USA,"Mississippi, Louisiana, Texas",,,,Kph,Storm,"Convective storm",Hail,Flood,1,183,100000,62500,,1999-0108
15/04/1999,15/04/1999,"United States of America (the)",USA,"Central Georgia",,,,Kph,Storm,"Convective storm",--,--,0,325,0,0,,1999-0109
03/05/1999,07/05/1999,"United States of America (the)",USA,"Oklahoma, Kansas, Nebraska, Texas, Arkansas, Lousiana, Missouri, Alabama, Florida, Georgia, Illinois, Indiana, Kentucky, North Carolina, Ohio, South carolina, Tennessee, Missouri",,,320,Kph,Storm,"Convective storm",--,--,49,8466,2760000,2000500,,1999-0167
16/05/1999,16/05/1999,"United States of America (the)",USA,"Iowa, Illinois, Indiana, Kansas, Michigan, Texas",,,,Kph,Storm,"Convective storm",Hail,--,2,914,200500,200500,,1999-0179
11/08/1999,11/08/1999,"United States of America (the)",USA,"Salt Lake City (Utah",,,250,Kph,Storm,"Convective storm",--,--,1,442,150000,0,,1999-0266
22/08/1999,23/08/1999,"United States of America (the)",USA,"Kennedy county (Texas)",,,200,Kph,Storm,"Tropical cyclone",--,--,3,0,70000,0,Bret,1999-0298
13/09/1999,17/09/1999,"United States of America (the)",USA,"North Carolina, Florida, South Carolina, Virginia, Maryland, Pennsylvania, New Jersey, New York, Delaware, Rhode Island, Connecticut, Massachusetts, Vermont",,,200,Kph,Storm,"Tropical cyclone",Flood,--,70,3000010,7000000,1960000,Floyd,1999-0327
15/10/1999,15/10/1999,"United States of America (the)",USA,"Bahamas, Floride",,,120,Kph,Storm,"Tropical cyclone",--,--,6,0,100000,0,Irene,1999-0435
05/05/1999,05/05/1999,"United States of America (the)",USA,Tennessee,,,,Kph,Storm,"Convective storm",--,--,4,0,7000,0,,1999-0618
28/08/1999,07/09/1999,"United States of America (the)",USA,"Bahamas, North Carolina, Virginia",,,,Kph,Storm,"Tropical cyclone",--,--,3,0,62500,0,Dennis,1999-0619
26/04/1999,26/04/1999,"United States of America (the)",USA,"Oklahoma, Texas, Lousiana, Arkansas",,,,Kph,Storm,--,Hail,Flood,0,0,200000,200500,,1999-0737
2/01/2000,4/01/2000,"United States of America (the)",USA,"Crittenden, Daviess, Webster districts (Kentucky province)",,,,Kph,Storm,"Convective storm",--,--,1,162,210000,200500,,2000-0021
13/02/2000,14/02/2000,"United States of America (the)",USA,"Bullock, Montgomery districts (Alabama province), Colquitt, Grady, Mitchell, Thomas, Tift districts (Georgia province), Washington district (Floride province), Lonoke, Prairie, Saline districts (Arkansas province)",,,249,Kph,Storm,"Convective storm",--,--,22,1000,0,0,,2000-0067
28/03/2000,28/03/2000,"United States of America (the)",USA,"Fort Worth Texas city (Tarrant district, Texas province), Reagan, Burleson districts (Texas province)",,,,Kph,Storm,"Convective storm",--,--,5,3300,450000,0,,2000-0175
26/05/2000,26/05/2000,"United States of America (the)",USA,"Adams, Columbia, Crawford, Dane, Dodge, Grant, Green, Iowa, Juneau, La crosse, Lafayette, Monroe, Richland, Rock, Sauk, Vernon districts (Wisconsin province)",,,,Kph,Storm,"Convective storm",--,--,0,0,28500,0,,2000-0338
23/05/2000,23/05/2000,"United States of America (the)",USA,"Anderson, Benton, Cheatham, Davidson, Henry, Hickman, Houston, Jackson, Knox, Lake, Obion, Perry, Pickett, Stewart districts (Tennessee province)",,,,Kph,Storm,"Convective storm",--,--,0,0,0,0,,2000-0360
25/07/2000,25/07/2000,"United States of America (the)",USA,"Granite Falls city (Yellow Medicine, Minnesota province)",,,,Kph,Storm,"Convective storm",--,--,1,1035,8100,0,,2000-0463
20/09/2000,20/09/2000,"United States of America (the)",USA,"Xenia city (Greene district, Ohio province)",,,,Kph,Storm,"Convective storm",--,--,1,115,90000,62500,,2000-0614
04/10/2000,04/10/2000,"United States of America (the)",USA,"Miami-Dade, Monroe, Broward, Collier districts (Florida province)",,,,Kph,Storm,"Tropical cyclone",--,--,2,17433,219000,0,Leslie,2000-0652
20/11/2000,20/11/2000,"United States of America (the)",USA,"Buffalo city (Erie district, New York province)",,,,Kph,Storm,"Convective storm",--,--,0,0,0,0,,2000-0756
24/12/2000,24/12/2000,"United States of America (the)",USA,"Texas, Oklahoma, New Mexico, Arkansas, Missouri, Minnesota provinces",,,,Kph,Storm,"Convective storm","Transport accident",--,57,34,10000,200500,,2000-0838
22/01/2000,25/01/2000,"United States of America (the)",USA,"Alabama, Georgia, Louisiana, North Carolina, South Carolina, Tennessee, Virginia, New York, Pennsylvania, Massachussetts provinces",,,,Kph,Storm,--,"Cold wave",--,4,0,350000,280000,,2000-0919
16/12/2000,17/12/2000,"United States of America (the)",USA,"Tuscaloosa district (Alabama province), Connecticut, Florida, Georgia, Massachusetts, Mississippi, Norh Carolina, New Jersey, New York, Pennsylvania, Rhode Island provinces",,,,Kph,Storm,"Convective storm",--,--,12,75,500000,200500,,2000-0937
24/02/2001,24/02/2001,"United States of America (the)",USA,"Calhoun, Lee, Pontotoc, Prentiss, Union districts (Mississippi province)",,,,Kph,Storm,"Convective storm",--,--,7,930,250000,200500,,2001-0102
22/02/2001,22/02/2001,"United States of America (the)",USA,"Virginia, New Jersey, Pennsylvania, North Carolina, West Virginia, Maryland provinces",,,,Kph,Storm,"Convective storm","Transport accident",--,11,100,0,0,,2001-0106
10/04/2001,11/04/2001,"United States of America (the)",USA,"Kearny, Trego, Ellis, Rooks, Ford, Osborne, Smith, Jewell, Edwards, Republic, Washington districts (Kansas province), Union city (Franklin district, Missouri province), Johnson, Pettis, Cooper, Callaway, St Charles, Gentry, Worth, Clark, Madison districts (Missouri), Beaver, Pontotoc, Coal, Johnston, Atoka, Haskell, Pottawatomie districts (Oklahoma province), Wichita, Cooke, Carson, Hutchinson, Hansford, Wheeler districts (Texas province), Thayer, Gage, Sarpy, Webster, Nuckolls districts (Nebraska province), Mills, Pottawattamie, Guthrie, Boone, Hamilton, Wapello, Johnson, Black Hawk, Benton, Fayette, Webster, Ringgold districts (Iowa province), Madison district (Illinois province)",,,,Kph,Storm,"Convective storm",Hail,--,4,813,23000,0,,2001-0145
29/03/2001,29/03/2001,"United States of America (the)",USA,"Marion, Clay districts (Florida province)",,,,Kph,Storm,"Convective storm",--,--,0,492,1800,0,,2001-0194
05/06/2001,17/06/2001,"United States of America (the)",USA,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,41,172000,6000000,3500000,Allison,2001-0242
20/03/2001,20/03/2001,"United States of America (the)",USA,"New Hampshire, Vermont, Maine, Massachusetts, Rhode Island provinces",,,,Kph,Storm,--,Snow/ice,Flood,2,100,0,0,,2001-0266
21/04/2001,21/04/2001,"United States of America (the)",USA,"Hoisington city (Barton district, Kansas province)",,,,Kph,Storm,"Convective storm",--,--,1,1739,0,0,,2001-0270
