nameEN	nameAR	altName	lat	lon	population	place	id
NA	كنكلاب		30.6880703	18.3125473	NA	village	node/4285407437
NA	لتي		30.7364823	18.4279682	NA	village	node/4285407438
Fergi	فرجي		30.7000734	18.4598809	NA	village	node/4289878194
Komi Island	كومي		30.675268	18.5014559	NA	island	node/4289878195
Malwad,Mulwad	ملواد		30.575772	18.6433881	NA	village	node/4289878196
Umm Karabik	ام كرابيج		30.6321063	18.5497517	NA	village	node/4289878197
Al Khandaq,El Khandag,El Khandaq,Khandak,Khandaq	الخندق		30.5658452	18.6066737	NA	village	node/4295552859
Dambo	دمبو		30.5950937	18.5540597	NA	neighbourhood	node/4295552860
Salagi	سلقي		30.6139005	18.5281755	NA	neighbourhood	node/4295552861
Sali Island	جزيرة سالي	جزيرة سالى	30.5614485	18.6805475	NA	island	node/4295552862
Sali	سالي		30.554146	18.655134	NA	village	node/4295552863
Shabana,Shabanah,Shabānah	شبعانه		30.6285699	18.5148158	NA	neighbourhood	node/4295552864
Shebatot	شبتوت		30.5653789	18.5834751	NA	neighbourhood	node/4295552865
Sori,Suri	سورى		30.5477512	18.6859576	NA	village	node/4295552866
Urbi	اوربي		30.5239857	18.7457381	NA	village	node/4295552867
Sahaba	الصحابه		30.4551437	18.9296313	NA	village	node/4296574289
Shaykh Sharif,Shaykh Sharīf,Sheikh Sherif	شيخ شريف		30.4745638	19.101097	NA	village	node/4296574290
Sortot	سورتود		30.4601608	19.0519593	NA	village	node/4296574291
Taetti,Teit,Teiti,Teti,Tēti	التيتي		30.5020354	18.8161537	NA	village	node/4296574292
Timinar	تمنار		30.4819611	19.0213954	NA	village	node/4296574293
NA	جرتود		30.4743581	18.9227079	NA	village	node/4296574663
NA	لبب غرب		30.4571811	19.0064577	NA	village	node/4296574664
Ertidi,Irtidi	ارتدي		30.4723045	19.1485528	NA	village	node/4296944361
Khana,Khanag,Khannag	الخناق		30.4743742	19.1341022	NA	village	node/4296944362
Garada,Qarada	جراده		30.4470728	19.2617648	NA	village	node/4297011163
Gharb Benna,Gharb Binna	غرب بن		30.4172321	19.4433667	NA	village	node/4297011164
Maragha	مراغه		30.4717661	19.2112852	NA	village	node/4297011165
NA	الزورات		30.4315528	19.3353065	NA	village	node/4297011475
NA	كابتود		30.4525794	19.2267454	NA	village	node/4297011476
Agada	اقدي		30.4772692	19.2791275	NA	village	node/4298042887
At Tur`ah,At Tur‘ah,Et Tur`a,Et Tur‘a	الترعه		30.4603274	19.3192277	NA	village	node/4298042888
Dar al `Awada,Dar el `Awada,Dar el ‘Awada,Dār al ‘Awada	دار العوضه		30.4559548	19.4986777	NA	village	node/4298043989
Gronti	قرنتى		30.4341114	19.4902492	NA	village	node/4298043990
Hamednarti	حامد نارتي		30.4824097	19.3665336	NA	village	node/4298043991
Hamok	الهمك		30.4825508	19.3353183	NA	village	node/4298043992
Seleim,Sulaym	السليم		30.5141933	19.1928441	NA	town	node/4298043993
NA	جزيرة بنا		30.4311493	19.4283108	NA	island	node/4298043994
NA	موسنارتي		30.4327166	19.4582079	NA	island	node/4298043995
NA	الدوم		30.4941131	19.3412169	NA	village	node/4298124394
NA	السير		30.4733413	19.3381798	NA	village	node/4298124395
NA	ايماني		30.4896269	19.32399	NA	village	node/4298124396
NA	مجرب		30.4772927	19.3199414	NA	village	node/4298124397
Akkad	اكد		30.3642093	19.6741795	NA	village	node/4298864688
Koban and Sorog	سروج		30.3604507	19.650673	NA	village	node/4298865389
Dagarti	دقرتي		30.3734362	19.6871225	NA	island	node/4298968214
Nab Island	ناب		30.3211189	19.7988707	NA	island	node/4298968215
Simit Island,Sinat Island	سميت		30.3435931	19.7766364	NA	island	node/4298968216
NA	هنك		30.3630174	19.7217077	NA	village	node/4298968217
NA	جزيرة آرتمري		30.569646	20.0722513	NA	village	node/4306748560
NA	قرقود شمال		30.5462002	20.1812328	NA	village	node/4306748561
Akasha,`Akashah,‘Akāshah	عكاشة		30.7060505	21.075457	NA	village	node/4307686544
Dal Cataract	شلال دال		30.5827246	21.0159107	NA	locality	node/4307686545
Dal	دال		30.5667466	20.983085	NA	village	node/4307686546
Ferka East	فريق		30.5786263	20.902662	NA	village	node/4307686547
Ferkinarti Island	جزيرة فريق		30.5714719	20.9012858	NA	island	node/4307686548
NA	ارقين		31.2913826	21.9964649	NA	village	node/4308098635
Abu Delelq	ابو دليق	أبو دليق	33.8087818	15.8990206	NA	city	node/4309767703
NA	حلة كوكو		32.5916895	15.6191394	NA	neighbourhood	node/4330833092
Gallabat	القلابات		36.149717	12.959376	NA	town	node/4339052110
Doka	دوكة		35.7606861	13.5234391	NA	town	node/4339061649
Shabasha,Shabashah	شبشة		32.2296602	14.1313712	16660	town	node/4343078091
Bau,Baw,Bāw,Darfung,Wisho,Wisko	باو		34.0650315	11.3351416	NA	village	node/4346558397
Wad Abok	ود أبوك		33.6393984	11.3694072	NA	village	node/4346594926
NA	دنقناب		37.2543174	21.1136256	NA	island	node/4356275965
Al `Azaza,Al ‘Azāza	عزازة		34.6404618	12.9629528	NA	town	node/4357440937
Nur Aj Jalil,Nur al Jalil,Nur el Galil,Nūr Aj Jalīl,Nūr al Jalīl	نورالجليل		34.6099826	12.9512621	NA	village	node/4357440938
Um `Aqrab,Um ‘Aqrab	أم عقرب	ام عقرب	34.6306034	12.9572846	NA	neighbourhood	node/4357440939
Um Dafuq	أم دافوق		23.2983173	10.4644562	NA	village	node/4415168339
Um Dafuq	أم دافوق		23.305641	10.4710955	NA	village	node/4415168340
Belatuma	NA		34.0015034	9.9602263	NA	village	node/4508059032
Katla	NA	NA	29.3159172	11.7619586	NA	village	node/4518855369
Julud	NA		29.4927428	11.7048732	NA	village	node/4520580038
Mesheitir	NA		24.6800208	9.8321796	NA	hamlet	node/4560940856
Umm Dul	NA		24.6349659	10.916506	NA	village	node/4560954368
Wad al Hulaywah	NA		36.0376494	14.2264489	NA	town	node/4585865965
NA	الشبيراب الخوالدة		33.1539459	14.3613906	NA	town	node/4663238347
NA	قرية النويلة		33.112661	14.4005191	NA	village	node/4663320484
NA	شرفت فلاتة		33.1470911	14.392618	NA	village	node/4663329936
NA	شرفت الخوالدة		33.1549496	14.3973133	NA	village	node/4663334506
NA	ودرعية		33.1652641	14.4124254	NA	village	node/4663343336
NA	زنقاحة		33.2121706	14.4055879	NA	village	node/4663343337
NA	ود الجمل		33.2297409	14.3825329	NA	village	node/4663343338
NA	ودربيعة		33.2517839	14.3333716	NA	village	node/4663343339
NA	الجبلية		33.216895	14.3339918	NA	village	node/4663343340
NA	ابراهيم عبد الله		33.2017165	14.3068344	NA	village	node/4663343341
NA	الحجاجاب		33.1900514	14.3154266	NA	village	node/4663343342
NA	حلة حمد		33.1914295	14.3475179	NA	village	node/4663343343
NA	الشبيك		33.1176905	14.4419877	1e3	village	node/4671934718
NA	الفريجاب حلة الشيخ		33.0083267	14.575317	NA	village	node/4671953413
NA	ام دوانة		33.0698147	14.5418864	NA	village	node/4671954799
NA	ام مليحة		33.0698785	14.5122841	NA	village	node/4671966915
Sawdiri	سودري		29.1026158	14.4122976	NA	town	node/4676946085
Famaka	NA	NA	34.7374236	11.3242283	NA	town	node/4776976166
Simiat	NA		24.878772	13.8018777	NA	village	node/4970303776
Sherifa	NA		24.5352293	14.1451412	NA	village	node/4970784522
Fanga	NA		24.2231825	14.3153009	NA	locality	node/4970784575
Dereisa	NA		24.1807832	14.4008608	NA	village	node/4970784693
Irgie	NA		24.1956565	14.3872448	NA	village	node/4970784709
Sangir	NA	NA	24.2124968	14.4007939	NA	village	node/4970784710
Funu	NA	NA	24.1935762	14.367558	NA	village	node/4970784711
Monguri	NA	NA	24.225828	14.3571105	NA	village	node/4970785263
Farmale	NA		24.3926572	14.1322599	NA	village	node/4984409728
Tarma	NA		24.3446455	14.1083363	NA	village	node/4984409775
Mistariha	NA		24.4109157	14.2274766	NA	village	node/5041260839
Gangara	NA		24.2698922	14.234797	NA	village	node/5041261119
Abarra	NA		24.464691	14.1073941	NA	village	node/5041289241
Damrat Dowa	NA		24.4948106	14.0546436	NA	village	node/5041289367
Ed Hussien	حي المطار		32.5332963	15.5873971	NA	suburb	node/5052304673
Kaguro	NA		24.3972471	13.450959	NA	village	node/5072495053
Guli Town	مدينة قلي		32.5983024	13.5104833	NA	town	node/5170992333
Tajalei	NA		28.586179	9.6702122	NA	village	node/5183790884
Akur	NA		28.4813744	9.3743041	NA	village	node/5183790885
NA	الثورة الحارة ٦٠		32.4842894	15.7095757	NA	neighbourhood	node/5189087259
Bala Ferash	NA	NA	24.3872349	14.4552249	NA	village	node/5201539338
Madi	NA		24.404474	14.4780228	NA	hamlet	node/5201539388
Tundaro	NA		24.4225606	14.5223517	NA	village	node/5201539393
Tomat	NA		24.3976075	14.4779802	NA	hamlet	node/5201539409
Fagus Abri	NA		24.4115764	14.4851697	NA	village	node/5201539603
NA	حي الهدى		32.5326571	15.6346162	NA	neighbourhood	node/5240141203
NA	ابو زعيمة		28.3950019	14.5788279	NA	town	node/5268002984
Hassanein plateau	NA	NA	25.0587844	21.9100821	NA	locality	node/5302064443
NA	السيالة القديمة		33.9724452	17.7117525	NA	neighbourhood	node/5343190207
Burri Allamab	بري اللاماب		32.5741575	15.6007404	NA	neighbourhood	node/5349507496
NA	أم جخخين		22.7180708	13.5350573	NA	village	node/5397275613
Al Fao	NA		34.091813	14.1075532	NA	town	node/5434620573
Irmi	NA		24.4116536	14.4685072	NA	village	node/5466888453
Nowra	NA		24.3857187	14.4716157	NA	village	node/5466888454
Sendo	NA		24.4275484	14.4916529	NA	village	node/5467273547
Sira	NA		24.4714236	14.4671471	NA	village	node/5467452747
NA	قرية الرشايده الحفاير		36.1757524	15.2184302	NA	village	node/5643982723
NA	قرية الرشايده ام لويه		36.2143524	15.2561919	NA	village	node/5699709410
NA	قرية كبري البطانه		35.9766693	15.0645569	NA	hamlet	node/5718160865
NA	كارثاغو		37.0086427	18.7612982	NA	village	node/5725564984
Karishī	كرشي	Karischi	24.388144	9.0903425	NA	village	node/5744363941
